path	provisional_role	review_coverage	lines	sha256	title
docs/research/round11-plan/review/gear-final.md	historical-evidence	structural-only	15	e04750465d094c480100e5cdc71a227cad0a6c98fd2cbdd51464a89a1403af30	Round 11 GEAR focused independent rereview
docs/research/round11-plan/review/gear-initial.md	historical-evidence	structural-only	28	a0ead34cb797153209b7b446e6b13a188b4a9e3c79790b7ae9f9838008f1f44b	Round 11 GEAR independent review
docs/research/round11-plan/review/integration-final.md	historical-evidence	structural-only	35	9f6d8d14bdbc97740ecce6d9c552105bd8a72aff786080ebba7cb1929067ff4a	Round 11 final integration fixes — independent review
docs/research/round11-plan/review/repair-final.md	historical-evidence	structural-only	42	350efab735237fa3b8d8bde7ef6cb232fbfcab38aec100c017a6c89d0143ba1a	R11 REPAIR final focused re-review
docs/research/round11-plan/review/repair-initial.md	historical-evidence	structural-only	25	7e914e8feaca217340ca717334d4f28b3017973d9071e3b858b69c2bef2e9eed	R11 REPAIR independent review — findings
docs/research/round11-plan/review/repair-second.md	historical-evidence	structural-only	46	9e005cb2949250df7e1682e3a57fc2420085c568f73fd24cdd0263817475972a	R11 REPAIR focused re-review — findings
docs/research/round11-plan/review/report.md	historical-evidence	structural-only	47	1debbd7ece169690e78f802630acc7133d43e7593d2f7aad07816a1a4229858d	Independent Round 11 plan review
docs/research/round11-plan/review/scout-final.md	historical-evidence	structural-only	65	0d37472ad64e255d72858106b8ec4203864c553b7e73fb7b70c53044f0355e21	Round 11 SCOUT independent review
docs/research/round11-plan/review/scout-initial.md	historical-evidence	structural-only	43	126f3fc5ba81d436820be4941773863d731f11e43bfe438fddca6227ba62461b	Round 11 SCOUT independent review
docs/research/round11-plan/review/scout-traders-final.md	historical-evidence	structural-only	27	149cc83354edfd7db7f857db0016c40e88ce819e72694606b8f4c9a8ea85a28f	R11 SCOUT-TRADERS final focused review
docs/research/round11-plan/review/scout-traders-initial.md	historical-evidence	structural-only	22	c2ce4772ec88e186180c1697a61b635b75ee4a0e6fa2c2f77aeb959346b7e750	R11 SCOUT-TRADERS independent review — findings
docs/research/round11-plan/review/spec-final.md	historical-evidence	structural-only	25	3075f14a8d3e65bb326c2c073c613f59a0b94400bbd5375106909a94deccb109	Independent Round 11 SPEC final review
docs/research/round11-plan/review/spec-initial.md	historical-evidence	structural-only	42	f744d36a1074f40db167f6ca34df3ece4e6a0987f445ce35c186581b4a14d06e	Independent Round 11 SPEC authority review
docs/research/round11-plan/review/world-final.md	historical-evidence	structural-only	77	ae71381381a8c74694569b94e34c5752a605b25ba1c32e120bfb10b57056903a	Independent WORLD-CAP review
docs/research/round11-plan/world.md	research-or-decision-record	structural-only	299	6e7b802ac6bd3e0e6506d9165b348ed08b74455e0436b0c1118f9f86797a2db6	Round 11 WORLD / FARM / CAP implementation brief proposal
docs/research/round11-planning-decisions.md	research-or-decision-record	structural-only	191	cdfe4379a2839870ef2c04ad275c3ec04c2520fe1f2de9dde9ae97312279a9d4	Round 11 planning decisions and source reconciliation
docs/research/round11-playtest-followups.md	research-or-decision-record	structural-only	112	57c37e926290d024ec09bf6c5c825f866104d39885d1cacfa23f52adb5dcc823	Round 11 first playtest followups
docs/research/round11-repair-evidence.md	historical-evidence	structural-only	63	c5e589bf7dc89666020da1e5f9739971f430b738f8ec7e8dcff9e6dc811908ca	Round 11 REPAIR evidence
docs/research/round11-scout-evidence.md	historical-evidence	structural-only	100	5a002e5d4cfc34e92c898dd88de014fb70d2772d5ebadac45ee98d0de895fc8c	Round 11 Scout evidence
docs/research/round11-spec-audit.md	historical-evidence	structural-only	85	d7277a0497276752584ecfecef52b5de20d08e51749e3a4f22dc81bc9cacb9f0	Round 11 living-spec authority audit
docs/research/round11-vegetation-chase-fix.md	research-or-decision-record	structural-only	79	3223384927b8c54c143be9e39180edd921931defcd6a7b004f56652c59e44c01	Round 11 vegetation pursuit regression
docs/research/round11-vegetation-review.md	historical-evidence	structural-only	27	f1937f79f60253693fa2ffe584e357776683916960dd1ed81156a2a41ee4154f	Independent review — Round 11 vegetation pursuit correction
docs/research/round11-world-evidence.md	historical-evidence	structural-only	168	d9592d78a31193dbd8a23503c4ef9c06da4509d676dece6e5ca86638b76c82eb	Round 11 WORLD-CAP implementation evidence
docs/research/round12-completion.md	historical-evidence	structural-only	110	3930185f384c6b0cec47a3e95175044f23700624428751e099c3c981a823b14f	Round 12 completion
docs/research/round12-execution.md	research-or-decision-record	structural-only	219	88efa63abdbed8694db835c09c114dc4275012597e9a59cc7b288547b378e147	Round 12 execution checkpoint
docs/research/round12-farming-evidence.md	historical-evidence	structural-only	91	fd26ee6eeb171de5a28fe0063feb8d53c2fd2d77a5db6d884e151b0d72daab76	Round 12 farming implementation evidence
docs/research/round12-food-farming-audit.md	historical-evidence	structural-only	146	b347c7309ca8738b74fb85e4c2e1bab1b2b5dcb116beb530e7fa018645399790	Food, Creative Inventory, and Farming Audit
docs/research/round12-gallery.md	research-or-decision-record	structural-only	30	4decff961019e034294259ba18b9d59ac19b8ebdc2fd2cad2fb73daf45da47b9	Round 12 visual gallery
docs/research/round12-next-playtest.md	research-or-decision-record	structural-only	77	ab770f5585f038b9c78f26df4b83de5db8254d9d837307556c5b3140a08ad3b6	Round 12 playtest checklist
docs/research/round12-plan/README.md	research-or-decision-record	structural-only	159	aa350234348f4f810d84c14e80da36334ab4afa78e795b909d07db210b081404	Round 12 — planning checkpoint
docs/research/round12-plan/bound-inventory-research.md	research-or-decision-record	structural-only	233	ca9bbe5a11f335fb09074310afdf4b02da34515dd60d7e03ca6501b1f66dba92	WP47 bound-item transfer resolution
docs/research/round12-plan/farming.md	research-or-decision-record	structural-only	167	90d7d84c8250ff8ce3c7abc6bf5f3fd6defcd1b2ec79192233bb21adeb8df4f0	Round 12 full farming family pass
docs/research/round12-plan/interface-art-talents.md	research-or-decision-record	structural-only	115	d8e4d518aab7dc8367067d8d228acdb92142ec3cac4bad253c64c45588052633	Round 12 UI, art, recipes and original-class talents plan
docs/research/round12-plan/review.md	historical-evidence	structural-only	51	8b73aa1c412309c57241776edc23c357455a5f717c4c17b6f1fb715bd3e2f7c9	Independent Round 12 plan review
docs/research/round12-plan/skills-pose.md	research-or-decision-record	structural-only	425	603d6fba818dfcbe199af2e6670d95b13f31da98b02f2a45528a1eb0cabace25	WP47 / Round 12 plan: Skills tab, retained mount tiers, and generic held-item pose
docs/research/round12-playtest-followups.md	research-or-decision-record	structural-only	67	adcf3d063042bdc55e99f104a695f28a8a4bc011707dd14acfaabd8d0a478817	Round 12 — First playtest corrections
docs/research/round12-recipes-ui-audit.md	historical-evidence	structural-only	41	4acf74a9fcfcb800a2d1a3f4028a4506373001adcf3066b5fb4a8d8aecc17529	Recipes and UI audit (read-only)
docs/research/round12-reviews/docs-final.md	historical-evidence	structural-only	87	53d6ec5f21b3985960ca3f583bbe33e3b245f3f704d5e2622b76ec5f45f2ee68	Round 12 final documentation review
docs/research/round12-reviews/docs.md	historical-evidence	structural-only	164	ccc97041c56e06bc4bd73879b80ae5125f5c17323e01ab007671a5a900947276	Round 12 documentation consistency audit
docs/research/round12-reviews/farming.md	historical-evidence	structural-only	72	00f223f3d02da9789bc1ac87fb2cf71520282745741b2c0ed87a7c4c50f17d7f	Independent review — Round 12 FARM
docs/research/round12-reviews/food-pose-art-initial.md	historical-evidence	structural-only	57	0272c89a4ff3b7bda2715eb9817bc9f4778b77ae4c703458f8a5e53b9ba5b43b	Independent review — Round 12 FOOD, POSE and ART
docs/research/round12-reviews/playtest-skills-restore.md	historical-evidence	structural-only	63	e368d72da6e477568179e6c1ce3e62950c9790e04a9ed8ff017422dcfa1d817e	Independent review: Skills catalog restore fix
docs/research/round12-reviews/playtest-starter-recipes.md	historical-evidence	structural-only	32	0c2a22fd7ad6a6e35a68c0dbc5e27756958636ae354390978240bcf55af3d2e6	Independent review: Round 12 starter catalog fix
docs/research/round12-reviews/recipes-initial.md	historical-evidence	structural-only	102	0be80cbb30802d86316f264edce87810d31121d4d586c597b2aabad0828feb39	Independent review: Round 12 Recipes
docs/research/round12-reviews/recipes.md	historical-evidence	structural-only	151	85c0f1e012d086879971bc71ab72b18f2fcbc40eb6a267851161042ef39c1745	Independent review: Round 12 Recipes
docs/research/round12-reviews/skills.md	historical-evidence	structural-only	105	0c6455b9ba4e48ee59b7c88886e4533b2591cfe30be71929082c72a9e3285192	Independent review: Round 12 Skills catalogue
docs/research/round12-reviews/ui-art.md	historical-evidence	structural-only	31	bc10fa6dd239ec79bc9158b55fa53f6040e158aae1911b3630f73fbff9e3b95c	Round 12 UI and ART independent review
docs/research/round12-reviews/ux.md	historical-evidence	structural-only	121	9929786de1ba749bca34bbffbd54edb56c556c211529667f84ae4f5b605e0f0a	Round 12 newcomer UI/UX audit — report only
docs/research/round12-reviews/x3.md	historical-evidence	structural-only	315	e24eb818c2a77dccc69b580d278716aab320b1641172e96852e46fecb186764d	Independent Round 12 X3 review
docs/research/round13-completion.md	historical-evidence	structural-only	84	048c64975d21a93d416c28aaa82c81e613e8c011fdf86c9c56616a64a75293cd	Round 13 technical delivery
docs/research/round13-execution.md	research-or-decision-record	structural-only	92	ae0e309eda1d2be94737f3edb7336f616f4058422506ec614a1ac8dc4b12d25c	Round 13 execution
docs/research/round13-next-playtest.md	research-or-decision-record	structural-only	41	0f0d1425656044a4c98bff10f29182a0e36d74159d4ed2ccf1aa02e6035e5d99	Round 13 next playtest
docs/research/round13-occult-recipes.md	research-or-decision-record	structural-only	59	830d70b187d90a3146b6186444e39577731eed05008c8ccbbd0030fc0f903966	Round 13 occult weapon recipe followup
docs/research/round13-planning-history.md	research-or-decision-record	structural-only	284	5218957abee92feac99a4dee61c030a6529ca8387584ba34b67cfd2fcb62a609	Round 13 planning history — historical only
docs/research/round13-playtest-followups.md	research-or-decision-record	structural-only	45	4cb790b7503ba7d26170d82aec48ab5e3d2b7f8ca9a721cec02722ca7bd176ad	Round 13 playtest followups
docs/research/round13-reviews/docs-drift.md	historical-evidence	structural-only	217	c12c133841c4d58d2d288162d03ffca3e5cbecd7506f2886b91c7541bac69bba	Round 13 independent documentation/code drift audit
docs/research/round13-reviews/enchants.md	historical-evidence	structural-only	85	6bcd5823feab29b30d17be8e13fcce3390fc59d1a88cb255e05cd5d2c49bca1f	Independent ENCHANTS review
docs/research/round13-reviews/equipment-recheck.md	historical-evidence	structural-only	3	8578e085ee309649f403b2d369ce7ca4747c453a140f7d691d0f35569da6435b	Repair finding recheck
docs/research/round13-reviews/equipment.md	historical-evidence	structural-only	18	074a3946e978aed0fee22b6e1f076878216243375ebd7320892e6b1aa3b60dfc	Independent Round 13 equipment review
docs/research/round13-reviews/hotbar-stables.md	historical-evidence	structural-only	63	1582521eb1141146f3cd6ef917b7d92e334022983889cef9a6325dae0c1f1a9e	Independent hotbar and stable-floor review
docs/research/round13-reviews/occult-recipes.md	historical-evidence	structural-only	98	a82c5fc089d92b7290f8473b1f10e8eb44ec37a34135b4b0850aabcb6f2d3cda	Independent occult weapon recipe review
docs/research/round13-reviews/stations-recheck.md	historical-evidence	structural-only	112	e6010fc127d571d3078f234c61d58c951652b233c221a2365a0d6009980fc9dc	Independent STATIONS fix re-review
docs/research/round13-reviews/stations.md	historical-evidence	structural-only	99	bcb2e7b4515c60374542e57f84df825da688b770965614dc1cb34b73d9b0740d	Independent STATIONS review
docs/research/round13-reviews/trinkets.md	historical-evidence	structural-only	71	d38b5e587f5347f46bc1e808555f603c09955095174b161363b3de331644cded	Independent ENCHANTS trinket-delta review
docs/research/round13-reviews/ui-catalog.md	historical-evidence	structural-only	74	68f8894b052c20787bf9454c06cdb8f66f604907fcdc4008aa5b0ba3d7b2ce55	Independent Round 13 recipe-book and Basics integration review
docs/research/round14-completion.md	historical-evidence	structural-only	100	0c5d0d4ed6bc518710f5a81f3c28f1397bcd6158380295b9d6cea6069634e7c5	Round 14 completion record
docs/research/round14-drift-review.md	historical-evidence	structural-only	127	d87d7dd7e1c9beae23fb59b39527025e7bef92c0e062c05f9e7421a00d33d768	Round 14 final documentation/code drift review
docs/research/round14-execution.md	research-or-decision-record	structural-only	289	5e09aa8dd02da404e871f261e444e99e9a41f32e45b64f4eda0c517ecb3636ae	Round 14 execution
docs/research/round14-fishing-work.md	research-or-decision-record	structural-only	41	2593cbe5c51e517b7bae138e8de81265fed12524759fe301554996b263425dbd	Round 14 fishing candidate
docs/research/round14-fixes-work.md	research-or-decision-record	structural-only	42	9867e42bc8ba70ce92bbe9b88b962075f41b263ddee72b0af722cca0e4e7118c	Round 14 fixes work
docs/research/round14-integration.md	research-or-decision-record	structural-only	67	0597499d6c5252bfe6185d3f1d57bb55d2ab936620014ec43c2c166675c02eac	Round 14 bounded native integration
docs/research/round14-map-work.md	research-or-decision-record	structural-only	47	dc832e8e064e604e887bfc120af2a5f70a518ed5116d7862718a49b70497844b	Round 14 map implementation record
docs/research/round14-parties-work.md	research-or-decision-record	structural-only	76	2e60b26648c62223e8b8e1a1fda1d9cddbdf31dcbefb0205489ab8f8d01d468b	Round 14 party core implementation
docs/research/round14-playtest.md	research-or-decision-record	structural-only	54	6353004f8aec4c8476a42bb334a262472117ec8ce70c65731316f1ed030b63e6	Round 14 playtest checklist
docs/research/round14-poi-work.md	research-or-decision-record	structural-only	63	a0b1aeaaf58a2212fe4f1c5ecd3ecdd39c6489ad2085b6f329c4168a756deae9	Round 14 POI implementation record
docs/research/round14-pregen-work.md	research-or-decision-record	structural-only	124	2cdb154f7696656e862449f35fbb521d47f5b64d16ab8b445924cb5884d49ca3	Round 14 preparation work record
docs/research/round14-quests-work.md	research-or-decision-record	structural-only	86	016c304e6121d6b0938b51fd032ca3173fe8bf87c92b6da88af21c2e5c2155f9	Round 14 QUEST-CORE working record
docs/research/round14-runtime-review.md	historical-evidence	structural-only	98	713938e87d63c2602ca6bbb727d5bd150caec9e476f46fb7eab489860508427c	Round 14 runtime package independent review
docs/research/round14-state-review.md	historical-evidence	structural-only	103	c99ada45eddbfbf58106002f786080d499bfd700b648b465f65cfd7a0071b148	Round 14 QUEST/PARTY core independent review
docs/research/round14-story.md	research-or-decision-record	structural-only	261	499e793aab1dcc4be42f1ecbc0f0ffd3cc43c4fb6bad6c6c8735a3d7b289dfec	Round 14 starter-story catalog
docs/research/round14-ui-story-review.md	historical-evidence	structural-only	108	355271a3da5876213ab0c3daf7fde1f6fa23e3ea2d2988334902d1c01aa9645c	Round 14 UI and story independent review
docs/research/round14-ui-work.md	research-or-decision-record	structural-only	48	fe54e87c9843256111f8fa3c74e10191c89bc5283803df5f9d6a67c6b1dd36c5	Round 14 quest and party UI working record
docs/research/round14-world-review.md	historical-evidence	structural-only	177	d52386a6aa0f8c03e3ba290c7edb48c3fef61e39c7b1d9213ecc7347cdb134b5	Round 14 world integration review
docs/research/round15-completion.md	historical-evidence	structural-only	93	501e03fb56f3c2b960db694c4e3264316d4265ceec9ae415686282da2f5a0e6d	Round 15 completion record
docs/research/round15-cooking-investigation.md	research-or-decision-record	structural-only	135	bfaf4a2ff01525c9ee4b94cd4ae470a2f61d894742ad91fbfec0c1ec897fcb13	Round 15 Cooking trainer investigation
docs/research/round15-docs-review.md	historical-evidence	structural-only	67	f7dcc10abe1f9e391716f73a7061f046d1c3be8785dfab4e10a5c63c6ee35173	Round 15 documentation drift review
docs/research/round15-execution.md	research-or-decision-record	structural-only	203	714a08298af5e3d981561d4faf3770e7b4716d3a8395b3c58543e7e04a403430	Round 15 — POI character, regional quests and readable HUD
docs/research/round15-group-followup-review.md	historical-evidence	structural-only	108	7cb5306f119678a17d49a52013ee9668d0364b49b74b8fdfb5bf851898c7c754	Round 15 Group roster — independent review
docs/research/round15-group-followup.md	research-or-decision-record	structural-only	43	154d81fddff2eef7f40406dfebcf7c1964054c7bbea28e74bfa49335b230278c	Round 15 Group roster follow-up
docs/research/round15-hud-review.md	historical-evidence	structural-only	127	5afd2ebc6c50c0a9e95454ac5ceba71265449c7c5494a85154c083e56c6b788f	Round 15 HUD independent review
docs/research/round15-hud-work.md	research-or-decision-record	structural-only	126	e13ec6735e2cd2b3e5a49a3bc24cf5c30df25e38bd42c202a20826fc7d3f85a7	Round 15 HUD implementation evidence
docs/research/round15-integration.md	research-or-decision-record	structural-only	43	bd9b4ac8bc5177e73079ff85f0aaeec1f5aa60a71f95b69339d34bdde6871ef4	Round 15 isolated native integration
docs/research/round15-map-review.md	historical-evidence	structural-only	122	3097aa3b97a3c78115995175e8016f4cfba661513ad43fb4f8bb4e7f47898892	Round 15 atlas independent review
docs/research/round15-map-work.md	research-or-decision-record	structural-only	41	3988fbd8b7baf2f074f133c5aac6ca81f3a9c9294fa5a6334cb154ec294cab89	Round 15 atlas work
docs/research/round15-playtest.md	research-or-decision-record	structural-only	44	2a97ebe42661dc23bf68b71e3b9b11275a37c7d4a72d910b81f43f6a768cc2b0	Round 15 playtest
docs/research/round15-poi-review.md	historical-evidence	structural-only	130	dea44ebe9f3c1fa55babe2cb531d7e442037bf7f31f0580aa65767e79e89411a	Round 15 POI composition — independent review
docs/research/round15-poi-work.md	research-or-decision-record	structural-only	104	2b5022dd817a47b2a8ca326875202e4a9dc4d1a5f0619e409fe636d561483ac8	Round 15 POI composition work
docs/research/round15-quests-review.md	historical-evidence	structural-only	129	bd97f507bcef560a532b21a3108d962bec1240d6aec0ac3905eb27e1eb9ff676	Round 15 local quests — independent review
docs/research/round15-quests-work.md	research-or-decision-record	structural-only	128	bffa171be403433f20ccd6a6164c90a183d50158b1da02d4493e2ae07265f3db	Round 15 local quests — implementation record
docs/research/round15-ui-followup-review.md	historical-evidence	structural-only	101	fd5e4e96354fbeadafb9978aa78b3d313c19070d01beb5db64331c7ebc1f517e	Round 15 UI followup — independent Character and Talents review
docs/research/round15-ui-followup.md	research-or-decision-record	structural-only	92	08e79ae6e8a1b74a55e1001dd7492a20701a9ed3ad8c82c58a7db6ff9def7f6c	Round 15 UI playtest follow-up
docs/research/round16-atmosphere-review.md	historical-evidence	structural-only	85	809356bd0bc9ade82e1b25604af1314c4ad6f152715dbce302cdc806c1e6f6f0	Round 16 F independent review
docs/research/round16-atmosphere.md	research-or-decision-record	structural-only	42	1789bc82723f9acaa7eb4d4cea82de602f2157b63cb029f204435bcd9ebdfc18	Round 16 atmosphere, audio and density handoff
docs/research/round16-combat-fix-review.md	historical-evidence	structural-only	71	0636ced17152c1a22a03504cc5ad747bebdba1449170aa2e96b08664ac38e1d1	Focused independent review — Round 16 B corrections
docs/research/round16-combat-review.md	historical-evidence	structural-only	107	6ac124d8ee9cfbba6203d78388a270d0f9ad8947a9ffc24405f2f71235ede012	Round 16 B independent review
docs/research/round16-combat.md	research-or-decision-record	structural-only	164	4a606ef9be40ed42b2ab03d947f8bfd29ecf1362c5c37231f30300d9d152e3fc	Round 16 B — Combat and control
docs/research/round16-completion.md	historical-evidence	structural-only	107	1699e1d06bbc039fe8a5b635740b6d4cb92d76b86cbc61a3db6a020bd5ed8a50	Round 16 completion record
docs/research/round16-docs-drift-review.md	historical-evidence	structural-only	146	69d46da4732f111eb558515894030dd9d829018a6ef66997d6e808d5bc068e2b	Round 16 bounded documentation/code drift review
docs/research/round16-execution.md	research-or-decision-record	structural-only	53	3f4dff5ba64fbff66492da5d4fa08191093f6330aa420a2da12e8ec8d2e16c90	Round 16 execution ledger
docs/research/round16-map.md	research-or-decision-record	structural-only	37	b42aeb815a5285517d191b6dee118b941ebf4daf900674fdea7e64c32c1be5bd	Round 16 atlas repair and service markers
docs/research/round16-mounts-map-food-review.md	historical-evidence	structural-only	113	1a9317f3f828b8c20b6d19c230bae93322dbde88e9e23f3ea5408fb2e73666ea	Round 16 independent review — mount lifecycle, atlas, UI/food
docs/research/round16-mounts.md	research-or-decision-record	structural-only	74	45bb5df6aa7eae2bcebf0d523a1aa9e8901cf5c42086ac6ff8a40dc82bf6fffe	Round 16 — Mount teardown
docs/research/round16-plan.md	research-or-decision-record	structural-only	376	6cfd2fe6a1933a11a513557246218976b6bee3e68e2b276e52d8227626000902	Round 16 — Playtest fixes, combat feedback and surface preparation
docs/research/round16-playtest.md	research-or-decision-record	structural-only	63	dabbb4263295be6420f0b0295b9b420e53f006297bc68784f1c2717d770a8e3b	Round 16 playtest
docs/research/round16-progression.md	research-or-decision-record	structural-only	72	3a070711aa648e303b3d2c16cdf1c2895f522b026dfa4354d0bd5d772fa756e7	Round 16 progression handoff
docs/research/round16-surface-fix-review.md	historical-evidence	structural-only	60	adfb991fb705c78c709ab115e3fead9f939ceff77395eb21e61f1fa8b66a1f2f	Focused independent review — Round 16 G-1
docs/research/round16-surface-progression-review.md	historical-evidence	structural-only	159	007b2bcd7642b5013f3d74394532645f0d29826a0100f57521070165138a88a0	Independent review — Round 16 G and D
docs/research/round16-surface.md	research-or-decision-record	structural-only	108	f8748e0ae7f2c7d154dc1c3f179c1bcf13547ffab01892d4b89df4e1c4cb6c88	Round 16 surface preparation — lane G
docs/research/round16-ui-food.md	research-or-decision-record	structural-only	26	7eb14ab3dd5de6459c738298ab72d32a333d4ed66b5e81ef05ffbac594394a14	Round 16 UI and food implementation
docs/research/round17-combat-fix-review.md	historical-evidence	structural-only	54	25f1d4e31639a75413a24f89d9d42aa60b796f6d27378aec22347a8e06cd58a7	Round 17 COMBAT focused correction review
docs/research/round17-combat-review.md	historical-evidence	structural-only	105	6e32694fb5c5b9c019949b2cf3a4162e971f980a111739f809aa7f671ce990f6	Round 17 COMBAT independent review
docs/research/round17-combat.md	research-or-decision-record	structural-only	114	82feeb2b8fa57ed76e5f865a871f2454eef232d09d53ef0ec5c2961c36ed8794	Round 17 B — Combat implementation
docs/research/round17-completion.md	historical-evidence	structural-only	103	ce4d18fd28799b5bb1401674cdcaf14f5a8b48be46eb9421578338ed2895447c	Round 17 completion record
docs/research/round17-display.md	research-or-decision-record	structural-only	86	ab733bde2fce08ac64b59c989af2ddaa614c961cf9ea4bf2f411c05b590018d1	Round 17 DISPLAY implementation report
docs/research/round17-disposition.md	research-or-decision-record	structural-only	39	f58f185832b49590f46ba3135836170ad922be27dc5842293c87ac2f2f3d6fe1	Round 17 disposition implementation
docs/research/round17-docs-drift-fix-review.md	historical-evidence	structural-only	30	079c30b5a79d07c17477eb56820ee943368b21531572920ee55d383afb54f7f7	Round 17 documentation drift — focused fix review
docs/research/round17-docs-drift-review.md	historical-evidence	structural-only	75	9bb4399b190e83e8f224508d2689775fae34697a392a430b2a0c07b4296d6128	Round 17 independent living-document drift review
docs/research/round17-execution.md	research-or-decision-record	structural-only	51	767d5c957b96288aadcc0db67eb10de9b5ea7c44c46012de4d333f649741ba7f	Round 17 execution ledger
docs/research/round17-home-review.md	historical-evidence	structural-only	81	c2d20685698b2aa28194b41dc9b84b9194356d57e60cb0433dc0b03d829af9b0	Round 17 HOME independent review
docs/research/round17-home.md	research-or-decision-record	structural-only	120	39ff9341cb8eca949cf4668744a59104d110e225672dd549fb174c78cd0708bc	Round 17 HOME implementation
docs/research/round17-party.md	research-or-decision-record	structural-only	36	9054603eefafba5ce201b01a1c330e2f72c362ba458c794ee25880fb8161abb3	Round 17 party health colors
docs/research/round17-plan.md	research-or-decision-record	structural-only	173	8a110018ec2cc9a58f0ccc6ce21f9435b348afc758b251ec4218d7ff3091b8fe	Round 17 — Home travel, combat readability and reliable ranged attacks
docs/research/round17-playtest.md	research-or-decision-record	structural-only	68	0e0d47bfd64ec6a44a5cc4dde6e58762838546ec188686bb7a0b3b23fc4972b0	Round 17 — Fresh-world playtest
docs/research/round17-ui-fix-review.md	historical-evidence	structural-only	43	b88a332680e3b4ea0a2bd092c666f5de2aab36133af24c7033b3403b6abe1d37	Round 17 C/D/E focused fix review
docs/research/round17-ui-review.md	historical-evidence	structural-only	101	0804b26eabd18d6324b60ede55de5473d62cf7dbb3053dde7d6d0d87307e8bab	Round 17 C/D/E independent review
docs/research/round18-art-report.md	research-or-decision-record	structural-only	86	9f058b07fc6d28a60806ef148d0adde653435bd40a1837bd00358f97af6032e1	Round 18 H1 — active-skill action artwork
docs/research/round18-completion.md	historical-evidence	structural-only	134	c76a0d792c4038c99dc3069214b13d40e68161664f1b61555ece772b1b30407b	Round 18 completion record
docs/research/round18-evade-report.md	research-or-decision-record	structural-only	94	f6b2d27b5491269ed5c675729c8bb92617e8556a15fa3f27397ccc114b933c88	Round 18 D — Damage-sustained pursuit
docs/research/round18-execution.md	research-or-decision-record	structural-only	135	e0293564049a686651e41a2dabd6a0fe70bfd180ad45b4e01410e346ddfc6057	Round 18 execution ledger
docs/research/round18-icons-tags-report.md	research-or-decision-record	structural-only	44	129d9a3acbd75549a291ae85c51719e580643679cefbf85830673e034722a631	Round 18 H2 — skill icons and stable display tags
docs/research/round18-light-preflight.md	research-or-decision-record	structural-only	37	696594e9aae87ebd586cdb448411d01afe4c43278dcdf73794c7d3bd7cc98f03	Round 18 held-light preflight — deferred
docs/research/round18-map-report.md	research-or-decision-record	structural-only	32	63ec69e39d8e3b47e4b4f00279058adc0840773a1aa76ca94094f3e5eae050ab	Round 18 B — atlas and native minimap
docs/research/round18-plan.md	research-or-decision-record	structural-only	450	a77e18288163035f00e6acbc395b089e3e30ad437309dccb5b904eea8613e645	Round 18 — Playtest clarity, world consistency and preparation
docs/research/round18-playtest.md	research-or-decision-record	structural-only	59	6c6c354b6ec4a7cb68cd8157942c9aa4789436b1bf12b6671d4e53592bcecf6e	Round 18 playtest
docs/research/round18-populations-report.md	research-or-decision-record	structural-only	116	07fa6d56ece61455c8f5169053465794afb8e1f7d3864c7c799846ae4d6dd946	Round 18 population and quest audit
docs/research/round18-preparation-report.md	research-or-decision-record	structural-only	88	63ce4fe41f6524086fb9a23f8f84c3a0461b37404c4f2a0b96238238dec4777d	Round 18 G — Surface preparation scheduler
docs/research/round18-review-docs-art.md	historical-evidence	structural-only	165	bd59316d4753290be1f549d5dca06597ba6fe474e936181c5ed8f3b734930753	Round 18 independent design-drift and visual review
docs/research/round18-review-ui.md	historical-evidence	structural-only	201	4771b0050e86682827487c63541e098379655e52525d414a593e9e2887439c0e	Round 18 independent implementation review — A/B/E/F/H2/J
docs/research/round18-review-world.md	historical-evidence	structural-only	46	522917c4674932c74ffd1b78e4571f9337bb08629c270f2f6b8a23edee0d7ba9	Round 18 C/D/G independent review
docs/research/round18-tools-report.md	research-or-decision-record	structural-only	80	0e596eab83085c528a33a00e8838bf1dbfe53793726eed2e70f7d3b5ebb07fc6	Round 18 J — Pickaxe and shovel material semantics
docs/research/round18-waiting-report.md	research-or-decision-record	structural-only	24	13223c064bc41a27116d1d1a311a7128cd7e43856f37c1dcb900197e6be831d4	Round 18 preparation waiting report
docs/research/round18-xp-report.md	research-or-decision-record	structural-only	55	b0d4a47567097b31d3f958a5752de91c5da39c0411f6078cb3595a9ec741a150	Round 18 XP lane report
docs/research/round19-completion.md	historical-evidence	structural-only	105	7ab2a90ba10255363d9fd9ad9eb9dc797b6f71a7d320c155885533c46c418e36	Round 19 completion record
docs/research/round19-execution.md	research-or-decision-record	structural-only	85	76374837358414c854f3eecb4cfd65a81e52424c0211b0b070e7dee4a4dd1119	Round 19 execution ledger
docs/research/round19-hud-report.md	research-or-decision-record	structural-only	88	0c221bc33f1edd5e49240ac91cac4869476f87e37fb52d4461f143122c0e9f61	Round 19 party, status and dragon HUD implementation
docs/research/round19-idle-health-review.md	historical-evidence	structural-only	114	0d50be7f1adc344acff0ed2eebd516c59417ca187e512539eb338a79643e94f8	Round 19 safe idle-health recovery — independent review
docs/research/round19-map-report.md	research-or-decision-record	structural-only	72	4ced7f61920f1e80ca3f8553676138788693173df0c2ae193a9d39f69fcd6a83	Round 19 — Atlas lane implementation
